data_fold,paradigm,window,model,method,subject,fold,percentage_removed,MoRF_score_mean,MoRF_score_std,LeRF_score_mean,LeRF_score_std,ROAD_score_gap_mean,ROAD_score_gap_std,n_samples
,MI,0-7,shallowconvnet,LIME,14.0,4,1.0,0.5028227068168205,0.5037086694959773,0.5103654680570369,0.49899079684099984,0.007542761240216368,0.05820647112872889,40
,MI,0-7,shallowconvnet,LIME,14.0,4,2.0,0.5028227068168205,0.5037086694959773,0.5103654680570369,0.49899079684099984,0.007542761240216368,0.05820647112872889,40
,MI,0-7,shallowconvnet,LIME,14.0,4,5.0,0.5028227068168205,0.5037086694959773,0.5103654680570369,0.49899079684099984,0.007542761240216368,0.05820647112872889,40
,MI,0-7,shallowconvnet,LIME,14.0,4,10.0,0.5028227068168205,0.5037086694959773,0.5103654680570369,0.49899079684099984,0.007542761240216368,0.05820647112872889,40
,MI,0-7,shallowconvnet,LIME,14.0,4,20.0,0.5028227068168205,0.5037086694959773,0.5103654680570369,0.49899079684099984,0.007542761240216368,0.05820647112872889,40
,MI,0-7,shallowconvnet,LIME,14.0,4,30.0,0.5028227068168205,0.5037086694959773,0.5103654680570369,0.49899079684099984,0.007542761240216368,0.05820647112872889,40
,MI,0-7,shallowconvnet,LIME,14.0,4,50.0,0.5028227068168205,0.5037086694959773,0.5103654680570369,0.49899079684099984,0.007542761240216368,0.05820647112872889,40
,MI,0-7,shallowconvnet,LIME,14.0,4,70.0,0.5028227068168205,0.5037086694959773,0.5103654680570369,0.49899079684099984,0.007542761240216368,0.05820647112872889,40
,MI,0-7,shallowconvnet,LIME,14.0,4,90.0,0.5028227068168205,0.5037086694959773,0.5103654680570369,0.49899079684099984,0.007542761240216368,0.05820647112872889,40
,MI,0-7,shallowconvnet,LIME,14.0,4,100.0,0.5,0.5063696835418332,0.5,0.5063696835418332,0.0,0.0,40
,MI,0-7,shallowconvnet,Occlusion,12.0,5,0.0,0.9169157550615423,0.12929746467361977,0.9169157550615423,0.12929746467361977,0.0,0.0,34
,MI,0-7,shallowconvnet,Occlusion,12.0,5,1.0,0.7929380264352349,0.25116379229497166,0.9735850043156568,0.04447371095248911,0.1806469778804218,0.21086239402025345,34
,MI,0-7,shallowconvnet,Occlusion,12.0,5,2.0,0.6706288871081436,0.3136841835915798,0.9872118164511288,0.02336546439459844,0.31658292934298515,0.29579071782561106,34
,MI,0-7,shallowconvnet,Occlusion,12.0,5,5.0,0.41462708668790155,0.3760536640129976,0.9972197203075185,0.005864871082376238,0.5825926336196169,0.373405318424735,34
,MI,0-7,shallowconvnet,Occlusion,12.0,5,10.0,0.2025868042054593,0.30818921325497617,0.9994562794180477,0.0013906297198373577,0.7968694752125884,0.3078337031055412,34
,MI,0-7,shallowconvnet,Occlusion,12.0,5,20.0,0.05202849883571821,0.15594335543300866,0.9999586045742035,0.00010810896582293414,0.9479301057384852,0.15592924564474728,34
,MI,0-7,shallowconvnet,Occlusion,12.0,5,30.0,0.014228707131917909,0.06088504401835796,0.9999910873525283,2.7873260921070088e-05,0.9857623802206104,0.060882908715282215,34
,MI,0-7,shallowconvnet,Occlusion,12.0,5,50.0,0.0007973687020507371,0.0030206737957281936,0.999997780603521,1.0604532250060076e-05,0.9992004119014704,0.0030200893196383823,34
,MI,0-7,shallowconvnet,Occlusion,12.0,5,70.0,0.00020976689854669973,0.0011042263677623501,0.9999996669152204,1.2184535350423444e-06,0.9997899000166736,0.00110416207152979,34
,MI,0-7,shallowconvnet,Occlusion,12.0,5,90.0,0.0009585166822450868,0.0032691804065847836,0.9999906911569483,2.936937930867887e-05,0.9990321744747033,0.0032664995326198857,34
,MI,0-7,shallowconvnet,Occlusion,12.0,5,100.0,0.5882352941959058,0.4995541683406985,0.5882352941959058,0.4995541683406985,0.0,0.0,34
,MI,0-7,shallowconvnet,Occlusion,14.0,4,0.0,0.9904037982225418,0.024690078617475984,0.9904037982225418,0.024690078617475984,0.0,0.0,40
,MI,0-7,shallowconvnet,Occlusion,14.0,4,1.0,0.4444807131741072,0.45289915014368687,0.9991709917783738,0.001913710371486786,0.5546902786042665,0.45231982610355553,40
,MI,0-7,shallowconvnet,Occlusion,14.0,4,2.0,0.4780573331473647,0.4701186475737677,0.9988829627633095,0.0027452312539790824,0.5208256296159448,0.469533642808164,40
,MI,0-7,shallowconvnet,Occlusion,14.0,4,5.0,0.5491325584531296,0.41413646321763836,0.9786836206912994,0.0859785594280792,0.42955106223816986,0.4307755497403658,40
,MI,0-7,shallowconvnet,Occlusion,14.0,4,10.0,0.7496700653340668,0.3029179767992306,0.9439824977889657,0.19807819924756406,0.19431243245489896,0.26951710699335474,40
,MI,0-7,shallowconvnet,Occlusion,14.0,4,20.0,0.7503988261858467,0.3294614614743013,0.9483880586922169,0.17291029065847013,0.19798923250637018,0.26235632466169134,40
,MI,0-7,shallowconvnet,Occlusion,14.0,4,30.0,0.7686348813585937,0.33803205753173576,0.9449012719094754,0.1820332077650772,0.1762663905508816,0.259713023308767,40
,MI,0-7,shallowconvnet,Occlusion,14.0,4,50.0,0.7906800582306459,0.3454274908503603,0.9645928278565407,0.12448829833958402,0.17391276962589472,0.2904436338777803,40
,MI,0-7,shallowconvnet,Occlusion,14.0,4,70.0,0.8500847594346851,0.29305707759462457,0.940785039961338,0.18218167295542956,0.09070028052665294,0.23565962024288917,40
,MI,0-7,shallowconvnet,Occlusion,14.0,4,90.0,0.9859994277358055,0.04187709851356763,0.4681682366734094,0.4374616148202684,-0.5178311910623961,0.43220003385174205,40
,MI,0-7,shallowconvnet,Occlusion,14.0,4,100.0,0.5,0.5063696835418332,0.5,0.5063696835418332,0.0,0.0,40
,MI,0-7,shallowconvnet,STF-KernelSHAP,12.0,5,0.0,0.9169157550615423,0.12929746467361977,0.9169157550615423,0.12929746467361977,0.0,0.0,34
,MI,0-7,shallowconvnet,STF-KernelSHAP,12.0,5,1.0,0.8795972812701675,0.20518519784444908,0.9326929993489209,0.11264496097044752,0.053095718078753525,0.09799823096253756,34
,MI,0-7,shallowconvnet,STF-KernelSHAP,12.0,5,2.0,0.845273953917272,0.2395744505229187,0.9341696220285752,0.12237818928898055,0.08889566811130327,0.13032802489038378,34
,MI,0-7,shallowconvnet,STF-KernelSHAP,12.0,5,5.0,0.798915788093034,0.29218110334218816,0.9391838154372047,0.12584887700808453,0.14026802734417074,0.19772583061425353,34
,MI,0-7,shallowconvnet,STF-KernelSHAP,12.0,5,10.0,0.478995446985063,0.4460647582541902,0.9159373334466369,0.204688621203472,0.43694188646157384,0.40087133418574317,34
,MI,0-7,shallowconvnet,STF-KernelSHAP,12.0,5,20.0,0.478995446985063,0.4460647582541902,0.9159373334466369,0.204688621203472,0.43694188646157384,0.40087133418574317,34
,MI,0-7,shallowconvnet,STF-KernelSHAP,12.0,5,30.0,0.478995446985063,0.4460647582541902,0.9159373334466369,0.204688621203472,0.43694188646157384,0.40087133418574317,34
,MI,0-7,shallowconvnet,STF-KernelSHAP,12.0,5,50.0,0.478995446985063,0.4460647582541902,0.9159373334466369,0.204688621203472,0.43694188646157384,0.40087133418574317,34
,MI,0-7,shallowconvnet,STF-KernelSHAP,12.0,5,70.0,0.478995446985063,0.4460647582541902,0.9159373334466369,0.204688621203472,0.43694188646157384,0.40087133418574317,34
,MI,0-7,shallowconvnet,STF-KernelSHAP,12.0,5,90.0,0.478995446985063,0.4460647582541902,0.9159373334466369,0.204688621203472,0.43694188646157384,0.40087133418574317,34
,MI,0-7,shallowconvnet,STF-KernelSHAP,12.0,5,100.0,0.588234968274436,0.49955277040776697,0.588234968274436,0.49955277040776697,0.0,0.0,34
,MI,0-7,shallowconvnet,STF-KernelSHAP,14.0,4,0.0,0.9904037982225418,0.024690078617475984,0.9904037982225418,0.024690078617475984,0.0,0.0,40
,MI,0-7,shallowconvnet,STF-KernelSHAP,14.0,4,1.0,0.9732316933572293,0.09985541342085318,0.9625142030417919,0.11876309582223135,-0.010717490315437317,0.15654312562729222,40
,MI,0-7,shallowconvnet,STF-KernelSHAP,14.0,4,2.0,0.9638370266184211,0.14231384622417512,0.8962308403104544,0.2134443454552967,-0.0676061863079667,0.259105722852011,40
,MI,0-7,shallowconvnet,STF-KernelSHAP,14.0,4,5.0,0.8976073771715164,0.22374727818912468,0.7866064026020467,0.3406807073312734,-0.1110009745694697,0.3669739503759713,40
,MI,0-7,shallowconvnet,STF-KernelSHAP,14.0,4,10.0,0.28377390706871103,0.37918987711059926,0.8829403022071347,0.268767478719516,0.5991663951384236,0.43207580708769905,40
,MI,0-7,shallowconvnet,STF-KernelSHAP,14.0,4,20.0,0.28377390706871103,0.37918987711059926,0.8829403022071347,0.268767478719516,0.5991663951384236,0.43207580708769905,40
,MI,0-7,shallowconvnet,STF-KernelSHAP,14.0,4,30.0,0.28377390706871103,0.37918987711059926,0.8829403022071347,0.268767478719516,0.5991663951384236,0.43207580708769905,40
,MI,0-7,shallowconvnet,STF-KernelSHAP,14.0,4,50.0,0.28377390706871103,0.37918987711059926,0.8829403022071347,0.268767478719516,0.5991663951384236,0.43207580708769905,40
,MI,0-7,shallowconvnet,STF-KernelSHAP,14.0,4,70.0,0.28377390706871103,0.37918987711059926,0.8829403022071347,0.268767478719516,0.5991663951384236,0.43207580708769905,40
,MI,0-7,shallowconvnet,STF-KernelSHAP,14.0,4,90.0,0.28377390706871103,0.37918987711059926,0.8829403022071347,0.268767478719516,0.5991663951384236,0.43207580708769905,40
,MI,0-7,shallowconvnet,STF-KernelSHAP,14.0,4,100.0,0.5000009426019565,0.506367406978858,0.5000009426019565,0.506367406978858,0.0,0.0,40
,MI,2.5-5,shallowconvnet,GradCAM++,12.0,3,0.0,0.9069448573248727,0.13390001323441755,0.9069448573248727,0.13390001323441755,0.0,0.0,35
,MI,2.5-5,shallowconvnet,GradCAM++,12.0,3,1.0,0.9132596526827131,0.13031116988766195,0.8943349346518517,0.25626369820332107,-0.018924718030861445,0.21715414241373251,35
,MI,2.5-5,shallowconvnet,GradCAM++,12.0,3,2.0,0.9163654037884303,0.13028610195146023,0.8943349346518517,0.25626369820332107,-0.022030469136578697,0.20242565315325675,35
,MI,2.5-5,shallowconvnet,GradCAM++,12.0,3,5.0,0.9204530588218144,0.13181912772502247,0.8943349346518517,0.25626369820332107,-0.026118124169962748,0.1708309904400704,35
,MI,2.5-5,shallowconvnet,GradCAM++,12.0,3,10.0,0.9194112241268158,0.15863107127676324,0.8943349346518517,0.25626369820332107,-0.025076289474964143,0.11794847972122253,35
,MI,2.5-5,shallowconvnet,GradCAM++,12.0,3,20.0,0.9025490901299885,0.21935694125323216,0.8943349346518517,0.25626369820332107,-0.00821415547813688,0.04923973951189273,35
,MI,2.5-5,shallowconvnet,GradCAM++,12.0,3,30.0,0.8826709683452334,0.2579483293858794,0.8943349346518517,0.25626369820332107,0.011663966306618282,0.04960098182723854,35
,MI,2.5-5,shallowconvnet,GradCAM++,12.0,3,50.0,0.824445983714291,0.3300615215399683,0.8778142304292746,0.2746584821579331,0.05336824671498367,0.12736778514794714,35
,MI,2.5-5,shallowconvnet,GradCAM++,12.0,3,70.0,0.7142857142857143,0.4583492485141057,0.8140116168086284,0.34440917620460554,0.0997259025229141,0.2358770391828459,35
,MI,2.5-5,shallowconvnet,GradCAM++,12.0,3,90.0,0.7142857142857143,0.4583492485141057,0.7359174274262142,0.4314833797924027,0.021631713140499997,0.08893931656210105,35
,MI,2.5-5,shallowconvnet,GradCAM++,12.0,3,100.0,0.7142857142857143,0.4583492485141057,0.7142857142857143,0.4583492485141057,0.0,0.0,35
,MI,2.5-5,shallowconvnet,GradCAM++,43.0,1,0.0,0.9953305140137673,0.00857209449847356,0.9953305140137673,0.00857209449847356,0.0,0.0,40
,MI,2.5-5,shallowconvnet,GradCAM++,43.0,1,1.0,0.9949548110365868,0.008319575271351609,0.946547408401966,0.08236579914853055,-0.048407402634620664,0.07704970282530979,40
,MI,2.5-5,shallowconvnet,GradCAM++,43.0,1,2.0,0.9937954559922219,0.011903751902871263,0.946547408401966,0.08236579914853055,-0.047248047590255735,0.07459439130953847,40
,MI,2.5-5,shallowconvnet,GradCAM++,43.0,1,5.0,0.9916279926896095,0.013519406371730446,0.946547408401966,0.08236579914853055,-0.04508058428764343,0.07238286094969323,40
,MI,2.5-5,shallowconvnet,GradCAM++,43.0,1,10.0,0.9871210709214211,0.019583676648308564,0.946547408401966,0.08236579914853055,-0.040573662519454955,0.06777324500368397,40
,MI,2.5-5,shallowconvnet,GradCAM++,43.0,1,20.0,0.9808739840984344,0.025589809928361542,0.946547408401966,0.08236579914853055,-0.03432657569646835,0.06815234432259182,40
,MI,2.5-5,shallowconvnet,GradCAM++,43.0,1,30.0,0.9585342943668366,0.059771824019741876,0.946547408401966,0.08236579914853055,-0.011986885964870454,0.07390521745392692,40
,MI,2.5-5,shallowconvnet,GradCAM++,43.0,1,50.0,0.8964050561189651,0.15251461273034622,0.9267529800534249,0.11319002454853594,0.030347923934459686,0.15749207684436367,40
,MI,2.5-5,shallowconvnet,GradCAM++,43.0,1,70.0,0.4999999867686711,0.5063566583241523,0.848021674156189,0.21494707012260597,0.3480216873875179,0.38966591460513483,40
,MI,2.5-5,shallowconvnet,GradCAM++,43.0,1,90.0,0.4999999867686711,0.5063566583241523,0.6722010417375713,0.37693019990312265,0.17220105496890029,0.2523678322253327,40
,MI,2.5-5,shallowconvnet,GradCAM++,43.0,1,100.0,0.4999999867686711,0.5063566583241523,0.4999999867686711,0.5063566583241523,0.0,0.0,40
,MI,2.5-5,shallowconvnet,IntegratedGradients,12.0,3,0.0,0.9069448573248727,0.13390001323441755,0.9069448573248727,0.13390001323441755,0.0,0.0,35
,MI,2.5-5,shallowconvnet,IntegratedGradients,12.0,3,1.0,0.7651704979794366,0.266152426196462,0.9786474568503244,0.042438886169544686,0.21347695887088775,0.23112742144313364,35
,MI,2.5-5,shallowconvnet,IntegratedGradients,12.0,3,2.0,0.651962218114308,0.3288424854817569,0.9916903359549386,0.020176334159485776,0.3397281178406307,0.3159829240927633,35
,MI,2.5-5,shallowconvnet,IntegratedGradients,12.0,3,5.0,0.4081475106866232,0.3613169955022287,0.9984672171728951,0.004732767301046831,0.590319706486272,0.3596577430230921,35
,MI,2.5-5,shallowconvnet,IntegratedGradients,12.0,3,10.0,0.22719576671708117,0.3256676412640495,0.9996485642024449,0.0012112434851928406,0.7724527974853638,0.3254213463345985,35
,MI,2.5-5,shallowconvnet,IntegratedGradients,12.0,3,20.0,0.1298234927091601,0.27055847131657434,0.9999097687857491,0.00036893439591795864,0.8700862760765891,0.2705143264651245,35
,MI,2.5-5,shallowconvnet,IntegratedGradients,12.0,3,30.0,0.10422625395588422,0.2491339303083241,0.9999455451965332,0.0002390403791915897,0.895719291240649,0.24911064826086785,35
,MI,2.5-5,shallowconvnet,IntegratedGradients,12.0,3,50.0,0.09241614820567605,0.2373937676824121,0.9999580144882202,0.0001885020826687091,0.9075418662825442,0.23737704427372508,35
,MI,2.5-5,shallowconvnet,IntegratedGradients,12.0,3,70.0,0.08336920038508318,0.22702163975078352,0.9999655655452183,0.00016572814005897407,0.9165963651601351,0.22700868843897853,35
,MI,2.5-5,shallowconvnet,IntegratedGradients,12.0,3,90.0,0.09224116825285063,0.255640741471514,0.9997255052839007,0.0015577290615735346,0.90748433703105,0.2555435117610858,35
,MI,2.5-5,shallowconvnet,IntegratedGradients,12.0,3,100.0,0.7142857142857143,0.4583492485141057,0.7142857142857143,0.4583492485141057,0.0,0.0,35
,MI,2.5-5,shallowconvnet,IntegratedGradients,43.0,1,0.0,0.9953305140137673,0.00857209449847356,0.9953305140137673,0.00857209449847356,0.0,0.0,40
,MI,2.5-5,shallowconvnet,IntegratedGradients,43.0,1,1.0,0.38860790049657223,0.30200182475078025,0.9941393911838532,0.011396666135312341,0.6055314906872808,0.2969992104490301,40
,MI,2.5-5,shallowconvnet,IntegratedGradients,43.0,1,2.0,0.10978569049621001,0.1406299304662575,0.9839996606111526,0.028110574469217713,0.8742139701149426,0.13369128084010648,40
,MI,2.5-5,shallowconvnet,IntegratedGradients,43.0,1,5.0,0.024507251495379023,0.03344788690334163,0.9475685834884644,0.06642918737371294,0.9230613319930854,0.06806594798429727,40
,MI,2.5-5,shallowconvnet,IntegratedGradients,43.0,1,10.0,0.06585338630102341,0.11422158156152433,0.8186885852366685,0.20461824211070484,0.7528351989356452,0.18967831768146942,40
,MI,2.5-5,shallowconvnet,IntegratedGradients,43.0,1,20.0,0.19959193532704375,0.2689092799596332,0.6372525333426893,0.35629316817193524,0.4376605980156455,0.24646071526908683,40
,MI,2.5-5,shallowconvnet,IntegratedGradients,43.0,1,30.0,0.27013198628192187,0.3303628172392029,0.5818014740245416,0.4057604351811353,0.3116694877426198,0.23036975873347112,40
,MI,2.5-5,shallowconvnet,IntegratedGradients,43.0,1,50.0,0.29746196736814456,0.3516272765559254,0.5653351540444419,0.419709737722065,0.26787318667629734,0.21572676239561533,40
,MI,2.5-5,shallowconvnet,IntegratedGradients,43.0,1,70.0,0.28554852381748785,0.34239484113719565,0.5761642629746347,0.4047398276255607,0.2906157391571469,0.21549543591507928,40
,MI,2.5-5,shallowconvnet,IntegratedGradients,43.0,1,90.0,0.12133575369225583,0.20073831816786128,0.709423778951168,0.2475578605998548,0.5880880252589122,0.22343541404334966,40
,MI,2.5-5,shallowconvnet,IntegratedGradients,43.0,1,100.0,0.4999999867686711,0.5063566583241523,0.4999999867686711,0.5063566583241523,0.0,0.0,40
,MI,2.5-5,shallowconvnet,KernelSHAP,12.0,3,0.0,0.9069448573248727,0.13390001323441755,0.9069448573248727,0.13390001323441755,0.0,0.0,35
,MI,2.5-5,shallowconvnet,KernelSHAP,12.0,3,1.0,0.7142857142857191,0.4583492485140979,0.7142857142857187,0.4583492485140986,-3.798558281386053e-16,2.3507062992909716e-14,35
,MI,2.5-5,shallowconvnet,KernelSHAP,12.0,3,2.0,0.7142857142857191,0.4583492485140979,0.7142857142857187,0.4583492485140986,-3.798558281386053e-16,2.3507062992909716e-14,35
,MI,2.5-5,shallowconvnet,KernelSHAP,12.0,3,5.0,0.7142857142857191,0.4583492485140979,0.7142857142857187,0.4583492485140986,-3.798558281386053e-16,2.3507062992909716e-14,35
,MI,2.5-5,shallowconvnet,KernelSHAP,12.0,3,10.0,0.7142857142857191,0.4583492485140979,0.7142857142857187,0.4583492485140986,-3.798558281386053e-16,2.3507062992909716e-14,35
,MI,2.5-5,shallowconvnet,KernelSHAP,12.0,3,20.0,0.7142857142857191,0.4583492485140979,0.7142857142857187,0.4583492485140986,-3.798558281386053e-16,2.3507062992909716e-14,35
,MI,2.5-5,shallowconvnet,KernelSHAP,12.0,3,30.0,0.7142857142857191,0.4583492485140979,0.7142857142857187,0.4583492485140986,-3.798558281386053e-16,2.3507062992909716e-14,35
,MI,2.5-5,shallowconvnet,KernelSHAP,12.0,3,50.0,0.7142857142857191,0.4583492485140979,0.7142857142857187,0.4583492485140986,-3.798558281386053e-16,2.3507062992909716e-14,35
,MI,2.5-5,shallowconvnet,KernelSHAP,12.0,3,70.0,0.7142857142857191,0.4583492485140979,0.7142857142857187,0.4583492485140986,-3.798558281386053e-16,2.3507062992909716e-14,35
,MI,2.5-5,shallowconvnet,KernelSHAP,12.0,3,90.0,0.7142857142857191,0.4583492485140979,0.7142857142857187,0.4583492485140986,-3.798558281386053e-16,2.3507062992909716e-14,35
,MI,2.5-5,shallowconvnet,KernelSHAP,12.0,3,100.0,0.7142857142857143,0.4583492485141057,0.7142857142857143,0.4583492485141057,0.0,0.0,35
,MI,2.5-5,shallowconvnet,KernelSHAP,43.0,1,0.0,0.9953305140137673,0.00857209449847356,0.9953305140137673,0.00857209449847356,0.0,0.0,40
,MI,2.5-5,shallowconvnet,KernelSHAP,43.0,1,1.0,0.5007146494110202,0.5044055942004874,0.5004158230665781,0.5048175539314955,-0.00029882634444220455,0.003150331984315029,40
,MI,2.5-5,shallowconvnet,KernelSHAP,43.0,1,2.0,0.5007146494110202,0.5044055942004874,0.5004158230665781,0.5048175539314955,-0.00029882634444220455,0.003150331984315029,40
,MI,2.5-5,shallowconvnet,KernelSHAP,43.0,1,5.0,0.5007146494110202,0.5044055942004874,0.5004158230665781,0.5048175539314955,-0.00029882634444220455,0.003150331984315029,40
,MI,2.5-5,shallowconvnet,KernelSHAP,43.0,1,10.0,0.5007146494110202,0.5044055942004874,0.5004158230665781,0.5048175539314955,-0.00029882634444220455,0.003150331984315029,40
,MI,2.5-5,shallowconvnet,KernelSHAP,43.0,1,20.0,0.5007146494110202,0.5044055942004874,0.5004158230665781,0.5048175539314955,-0.00029882634444220455,0.003150331984315029,40
,MI,2.5-5,shallowconvnet,KernelSHAP,43.0,1,30.0,0.5007146494110202,0.5044055942004874,0.5004158230665781,0.5048175539314955,-0.00029882634444220455,0.003150331984315029,40
,MI,2.5-5,shallowconvnet,KernelSHAP,43.0,1,50.0,0.5007146494110202,0.5044055942004874,0.5004158230665781,0.5048175539314955,-0.00029882634444220455,0.003150331984315029,40
,MI,2.5-5,shallowconvnet,KernelSHAP,43.0,1,70.0,0.5007146494110202,0.5044055942004874,0.5004158230665781,0.5048175539314955,-0.00029882634444220455,0.003150331984315029,40
,MI,2.5-5,shallowconvnet,KernelSHAP,43.0,1,90.0,0.5007146494110202,0.5044055942004874,0.5004158230665781,0.5048175539314955,-0.00029882634444220455,0.003150331984315029,40
,MI,2.5-5,shallowconvnet,KernelSHAP,43.0,1,100.0,0.4999999867686711,0.5063566583241523,0.4999999867686711,0.5063566583241523,0.0,0.0,40
,MI,2.5-5,shallowconvnet,LIME,12.0,3,0.0,0.9069448573248727,0.13390001323441755,0.9069448573248727,0.13390001323441755,0.0,0.0,35
,MI,2.5-5,shallowconvnet,LIME,12.0,3,1.0,0.7142857146853561,0.45834924787299125,0.7159210418454726,0.45582044225350443,0.0016353271601164112,0.00965067014681055,35
,MI,2.5-5,shallowconvnet,LIME,12.0,3,2.0,0.7142857146853561,0.45834924787299125,0.7159210418454726,0.45582044225350443,0.0016353271601164112,0.00965067014681055,35
,MI,2.5-5,shallowconvnet,LIME,12.0,3,5.0,0.7142857146853561,0.45834924787299125,0.7159210418454726,0.45582044225350443,0.0016353271601164112,0.00965067014681055,35
,MI,2.5-5,shallowconvnet,LIME,12.0,3,10.0,0.7142857146853561,0.45834924787299125,0.7159210418454726,0.45582044225350443,0.0016353271601164112,0.00965067014681055,35
,MI,2.5-5,shallowconvnet,LIME,12.0,3,20.0,0.7142857146853561,0.45834924787299125,0.7159210418454726,0.45582044225350443,0.0016353271601164112,0.00965067014681055,35
,MI,2.5-5,shallowconvnet,LIME,12.0,3,30.0,0.7142857146853561,0.45834924787299125,0.7159210418454726,0.45582044225350443,0.0016353271601164112,0.00965067014681055,35
,MI,2.5-5,shallowconvnet,LIME,12.0,3,50.0,0.7142857146853561,0.45834924787299125,0.7159210418454726,0.45582044225350443,0.0016353271601164112,0.00965067014681055,35
,MI,2.5-5,shallowconvnet,LIME,12.0,3,70.0,0.7142857146853561,0.45834924787299125,0.7159210418454726,0.45582044225350443,0.0016353271601164112,0.00965067014681055,35
,MI,2.5-5,shallowconvnet,LIME,12.0,3,90.0,0.7142857146853561,0.45834924787299125,0.7159210418454726,0.45582044225350443,0.0016353271601164112,0.00965067014681055,35
,MI,2.5-5,shallowconvnet,LIME,12.0,3,100.0,0.7142857142857143,0.4583492485141057,0.7142857142857143,0.4583492485141057,0.0,0.0,35
,MI,2.5-5,shallowconvnet,LIME,43.0,1,0.0,0.9953305140137673,0.00857209449847356,0.9953305140137673,0.00857209449847356,0.0,0.0,40
,MI,2.5-5,shallowconvnet,LIME,43.0,1,1.0,0.515586262580473,0.48512087083357763,0.5288581698176131,0.47441448233519845,0.013271907237140113,0.08560958516753116,40
,MI,2.5-5,shallowconvnet,LIME,43.0,1,2.0,0.515586262580473,0.48512087083357763,0.5288581698176131,0.47441448233519845,0.013271907237140113,0.08560958516753116,40
,MI,2.5-5,shallowconvnet,LIME,43.0,1,5.0,0.515586262580473,0.48512087083357763,0.5288581698176131,0.47441448233519845,0.013271907237140113,0.08560958516753116,40
,MI,2.5-5,shallowconvnet,LIME,43.0,1,10.0,0.515586262580473,0.48512087083357763,0.5288581698176131,0.47441448233519845,0.013271907237140113,0.08560958516753116,40
,MI,2.5-5,shallowconvnet,LIME,43.0,1,20.0,0.515586262580473,0.48512087083357763,0.5288581698176131,0.47441448233519845,0.013271907237140113,0.08560958516753116,40
,MI,2.5-5,shallowconvnet,LIME,43.0,1,30.0,0.515586262580473,0.48512087083357763,0.5288581698176131,0.47441448233519845,0.013271907237140113,0.08560958516753116,40
,MI,2.5-5,shallowconvnet,LIME,43.0,1,50.0,0.515586262580473,0.48512087083357763,0.5288581698176131,0.47441448233519845,0.013271907237140113,0.08560958516753116,40
,MI,2.5-5,shallowconvnet,LIME,43.0,1,70.0,0.515586262580473,0.48512087083357763,0.5288581698176131,0.47441448233519845,0.013271907237140113,0.08560958516753116,40
,MI,2.5-5,shallowconvnet,LIME,43.0,1,90.0,0.515586262580473,0.48512087083357763,0.5288581698176131,0.47441448233519845,0.013271907237140113,0.08560958516753116,40
,MI,2.5-5,shallowconvnet,LIME,43.0,1,100.0,0.4999999867686711,0.5063566583241523,0.4999999867686711,0.5063566583241523,0.0,0.0,40
,MI,2.5-5,shallowconvnet,Occlusion,12.0,3,0.0,0.9069448573248727,0.13390001323441755,0.9069448573248727,0.13390001323441755,0.0,0.0,35
,MI,2.5-5,shallowconvnet,Occlusion,12.0,3,1.0,0.8720900629247937,0.17880594482394296,0.9375891634396144,0.0995314800719149,0.06549910051482065,0.0818087224222359,35
,MI,2.5-5,shallowconvnet,Occlusion,12.0,3,2.0,0.8396848482745034,0.21328461011856784,0.9541797569819859,0.07897772761314166,0.11449490870748247,0.13870224120445718,35
,MI,2.5-5,shallowconvnet,Occlusion,12.0,3,5.0,0.7355491531746728,0.30069488808503575,0.982249368940081,0.03591735249690451,0.2467002157654081,0.2721029580614513,35
,MI,2.5-5,shallowconvnet,Occlusion,12.0,3,10.0,0.5512497642875782,0.3362788298419471,0.9955728462764195,0.012188257781793868,0.4443230819888413,0.3302070073837014,35
,MI,2.5-5,shallowconvnet,Occlusion,12.0,3,20.0,0.2550387303515111,0.32820001796445486,0.9996295707566397,0.001196177226796714,0.7445908404051287,0.32792500671066643,35
,MI,2.5-5,shallowconvnet,Occlusion,12.0,3,30.0,0.15302903991499592,0.2694352785152665,0.9999380401202611,0.00021139826195189576,0.8469090002052652,0.2693995387410859,35
,MI,2.5-5,shallowconvnet,Occlusion,12.0,3,50.0,0.03934435506596194,0.08592968346315988,0.9999957425253732,1.3654463876031423e-05,0.9606513874594113,0.08592767802168716,35
,MI,2.5-5,shallowconvnet,Occlusion,12.0,3,70.0,0.005824657638703518,0.01789608693274012,0.9999997649874006,1.167465721909734e-06,0.9941751073486972,0.01789600823118421,35
,MI,2.5-5,shallowconvnet,Occlusion,12.0,3,90.0,0.392713611918901,0.4207574482273442,0.9940963813236782,0.028631874514213094,0.6013827694047772,0.41603289933728366,35
,MI,2.5-5,shallowconvnet,Occlusion,12.0,3,100.0,0.7142857142857143,0.4583492485141057,0.7142857142857143,0.4583492485141057,0.0,0.0,35
,MI,2.5-5,shallowconvnet,Occlusion,43.0,1,0.0,0.9953305140137673,0.00857209449847356,0.9953305140137673,0.00857209449847356,0.0,0.0,40
,MI,2.5-5,shallowconvnet,Occlusion,43.0,1,1.0,0.9568958014249802,0.061721451739157905,0.9978797495365143,0.0042806532657332615,0.04098394811153412,0.058155813828087995,40
,MI,2.5-5,shallowconvnet,Occlusion,43.0,1,2.0,0.892038244009018,0.1313607627441311,0.9985104039311409,0.0025321930876235537,0.10647215992212296,0.12944287486765238,40
